Phrase,"Search Volume",Category,Fulfillment,"Size Tier","Variation Count",BSR,Price,"Monthly Sales","Monthly Revenue","Review Count","Reviews Rating",Sellers,"Last Year Sales","Sales Year Over Year","Sales Trend (90 days)","Price Trend (90 days)","Best Sales Period","Broad Reach Potential","Number of competing products","Sales to Reviews"
"full motion tv wall mount",2838,Electronics,FBA,"Large Standard-Size",1,1663,45.25,6603,270915.79,18358,4.69,2,,,32,-3,"Nov, 2023",7,1000,2.00
"white headphones",2838,Electronics,FBA,"Large Standard-Size",7,13616,72.66,1671,202289.82,7964,4.41,4,14216,120,-95,0,"Dec, 2023",7,6000,0.69
"tv ears digital wireless headset system",2838,Electronics,FBA,"Large Standard-Size",2,14830,110.76,1926,110477.11,5466,4.19,3,16797,-55,-16,0,"Dec, 2022",2,176,1.06
"2 prong power strip",2838,Electronics,FBA,"Large Standard-Size",4,7667,19.8,1185,19388.03,1581,4.75,2,11794,25,44,0,"Jan, 2024",4,1000,2.79
"5g router",2838,Electronics,FBA,"Large Standard-Size",2,38580,251.62,737,94096.64,5318,4.14,5,14369,-6,0,0,"Nov, 2023",5,707,3.72
"sony bravia tv",2838,Electronics,FBM,"Large Oversize",12,59332,1019.13,447,197207.66,491,4.35,11,3986,2925,-65,0,"Nov, 2023",6,171,1.28
"canon ixy digital camera",2838,Electronics,FBA,"Large Standard-Size",5,45555,172.65,1606,85948.5,695,4.31,3,15575,1229,0,4,"Jan, 2024",2,180,2.53
"insta x 360",2838,Electronics,FBA,"Large Standard-Size",3,29020,367.94,416,112640.04,1047,4.45,3,6704,149,-27,4,"Jun, 2023",4,132,3.13
"sony oled",2838,Electronics,FBM,"Large Oversize",16,104592,1828.54,179,177491.47,655,4.45,13,3054,-73,-22,1,"Nov, 2023",6,109,0.94
"camp snap camera",2838,Electronics,FBA,"Large Standard-Size",6,34517,71.04,976,46699.11,2748,4.16,4,18845,-35,-53,-9,"Dec, 2023",1,108,1.28
"lg c3 42",2838,Electronics,Amazon,"Small Oversize",10,59122,1049.99,157,131128.54,919,4.31,14,2326,-35,0,0,"Nov, 2023",3,49,0.89
"vintage bluetooth speaker",2838,Electronics,FBA,"Large Standard-Size",4,31079,36.07,191,5379.11,1217,4.31,4,1155,-31,-80,0,"Dec, 2023",5,566,0.58
"echo show 15 wall mount",2838,Electronics,FBA,"Large Standard-Size",3,40843,23.94,2129,36273.54,6344,4.50,1,86,,90,3,"Jan, 2024",3,106,0.56
"moondrop space travel",2838,Electronics,FBA,"Large Standard-Size",1,109993,112.15,341,11699.54,448,4.28,4,2473,,0,0,"Jan, 2024",2,46,4.72
"photography cameras for beginners",2838,Electronics,FBA,"Large Standard-Size",3,24367,242.21,591,177329,950,4.33,3,11108,472,0,0,"Dec, 2023",5,963,4.79
"magnetic cable holder",2838,Electronics,FBA,"Small Standard-Size",4,24260,15.79,1061,17203.3,1488,4.41,2,6929,-30,0,0,"Jan, 2024",3,446,5.97
"fiio m15s",2838,Electronics,FBA,"Large Standard-Size",3,105700,484.28,245,16498.3,971,4.11,5,3269,-62,-82,0,"May, 2023",2,23,0.22
"cd cleaner disc for cd player",2838,Electronics,FBA,"Small Standard-Size",1,16767,9.99,963,9447.8,1584,4.03,1,10178,-18,192,0,"Sep, 2023",3,87,0.65
"airtags 4 pack apple",2838,Electronics,FBA,"Small Standard-Size",4,3677,27.68,9783,414003.8,28327,4.48,2,169529,-18,0,4,"Jan, 2024",4,116,10.48
"wolfbox g900",2838,Electronics,FBA,"Large Standard-Size",1,25442,121.26,474,50974.09,1041,4.36,2,7755,-23,-23,0,"Jan, 2024",2,47,1.69
"noise cancelling headphones wired",2838,Electronics,FBA,"Large Standard-Size",5,10500,57.38,5040,181171.67,18347,4.36,3,46583,68,0,0,"Jan, 2024",6,8000,2.13
"marine stereo",2838,Electronics,FBA,"Large Standard-Size",2,30964,107.57,148,14139.07,825,4.31,15,3083,1,-43,0,"Jun, 2022",7,3000,1.68
"12 inch tablet",2838,Electronics,FBA,"Large Standard-Size",6,27626,158.97,898,133543.49,1228,4.23,2,6508,-72,0,8,"Dec, 2023",6,367,2.45
"magnetic cable clips",2838,Electronics,FBA,"Small Standard-Size",4,27773,13.39,855,12144.62,1132,4.37,2,3352,-29,0,0,"Jan, 2024",4,348,6.09
"noise canceling earbuds",2838,Electronics,FBA,"Large Standard-Size",8,1874,85.34,8276,562164.39,16111,4.34,4,155314,39,0,-5,"Jan, 2024",8,3000,3.16
"lg monitor 27 inch",2838,Electronics,Amazon,"Small Oversize",3,11234,284.73,715,185736.74,2317,4.46,12,8538,-39,150,11,"Jul, 2022",5,336,1.87
"withings watch",2838,Electronics,Amazon,"Large Standard-Size",5,103298,173.53,918,82830.9,3666,4.15,3,5478,4,0,0,"Jan, 2024",5,182,0.26
"handheld cb radio",2838,Electronics,FBA,"Large Standard-Size",4,11904,146.98,262,36549.58,1490,4.45,19,6386,103,140,0,"Feb, 2023",5,325,0.38
"apple watch pink",2838,Electronics,Amazon,"Large Standard-Size",27,25193,271.33,2216,465581.05,2268,4.43,7,4120,230,0,-12,"Dec, 2023",7,149,1.00
extension,2838,Electronics,FBA,"Large Standard-Size",7,507,13.55,16530,215170.36,14380,4.75,2,197859,42,-3,-15,"Jan, 2024",10,8000,2.29
"tv with dvd player built in",2838,Electronics,FBA,"Small Oversize",4,47464,159.37,328,42068.38,1132,4.08,4,7986,472,-11,0,"Jan, 2024",6,300,1.97
"mini amp",2838,Electronics,FBA,"Large Standard-Size",2,4864,54.71,755,55697.49,3178,4.49,11,11898,-18,-12,0,"Dec, 2022",7,1000,4.92
"beat headphones",2838,Electronics,Amazon,"Large Standard-Size",8,678,129.64,9728,1043337.12,71000,4.49,6,130950,,-66,2,"Dec, 2023",9,10000,1.31
"satellite phones with free service",2838,Electronics,FBA,"Large Standard-Size",4,12260,184.33,1746,121361.46,2041,4.40,8,20787,0,-62,14,"Jun, 2022",1,435,2.23
twitter,2838,Electronics,FBA,"Large Standard-Size",3,45110,25.58,222,5195.74,975,4.31,5,2876,-37,82,0,"Mar, 2022",7,6000,0.51
"50 tv",2838,Electronics,Amazon,"Small Oversize",16,13089,371.76,932,304889.08,2061,4.40,23,12174,3272,744,-1,"Nov, 2023",9,374,2.09
"polaroid album book",2838,Electronics,FBA,"Large Standard-Size",9,43992,14.21,599,7822.36,1472,4.72,2,6826,-14,30,0,"Jan, 2024",4,492,14.13
"ethernet hub",2838,Electronics,FBA,"Small Standard-Size",0,39186,11.99,128,1534.72,185,4.70,1,2952,,22,1,"Mar, 2023",7,728,0.70
bocina,2838,Electronics,FBA,"Large Standard-Size",9,7499,43.91,4986,215283.05,25520,4.52,6,39614,17,-35,-1,"Dec, 2023",9,6000,0.49
"av cable",2838,Electronics,FBA,"Large Standard-Size",3,33149,7.26,707,5503.05,3110,4.44,2,9651,56,0,0,"Jan, 2024",8,10000,3.59
"non surge protector for cruise ship",2838,Electronics,FBA,"Large Standard-Size",3,1710,12.79,4689,64183.19,4465,4.74,1,63554,-34,-12,5,"Jan, 2024",2,247,5.78
"galaxy buds case",2838,Electronics,FBA,"Large Standard-Size",11,13369,12.17,552,6006.63,2918,4.31,2,6186,35,10,0,"Jan, 2024",6,692,1.46
"slythm headphones",2803,Electronics,FBA,"Large Standard-Size",5,8370,50.56,2182,104769.1,4203,4.43,4,17093,194,0,0,"Nov, 2023",1,70,1.71
smarttag2,2796,Electronics,FBA,"Small Standard-Size",4,47874,22.93,2288,79341.42,222,4.53,8,1,,0,-8,"Jan, 2024",3,208,9.36
"tablo 4th generation dvr with antenna",2789,Electronics,Amazon,"Large Standard-Size",0,632973,202.95,7,1750,1035,2.85,1,1420,-67,-40,46,"Sep, 2022",0,62,0.01
"smart threads tracker",2789,Electronics,FBA,"Small Standard-Size",3,78136,21.9,1230,30287.3,626,3.85,2,30174,-19,0,0,"Jan, 2024",2,117,2.50
"compact camera",2175,Electronics,FBA,"Large Standard-Size",4,13674,257.97,1503,143008.57,632,4.39,6,13556,39,28,0,"Dec, 2023",7,2000,2.59
"samsung q990c",2175,Electronics,FBM,"Medium Oversize",14,202476,1292.53,171,121500.2,496,4.34,5,2312,-88,0,0,"Nov, 2023",3,66,1.43
"bluetooth subwoofer",2175,Electronics,FBA,"Large Standard-Size",3,22854,89.48,807,90928.85,4091,4.24,4,5214,-27,0,0,"Jan, 2024",7,8000,0.43
"active noise cancelling earbuds",2175,Electronics,FBA,"Large Standard-Size",7,10307,69.7,5702,708928.82,14635,4.36,3,54719,59,0,-8,"Jan, 2024",5,1000,1.03
"gopro hero 9 accessories",2175,Electronics,FBA,"Large Standard-Size",1,5204,26.32,1009,29672.21,22232,4.47,7,18731,-53,16,-3,"Jun, 2023",2,2000,0.42
"full motion tv mount 65 in",2175,Electronics,FBA,"Large Standard-Size",1,9103,45.75,3645,184022.3,6159,4.63,2,4137,,49,0,"Oct, 2023",5,366,2.15
"beribes headphones wireless bluetooth",2175,Electronics,FBA,"Large Standard-Size",5,3790,26.48,6151,191258.4,11749,4.49,2,69094,,0,-3,"Jan, 2024",1,102,2.31
"fitbit charge 4 bands for women",2175,Electronics,FBA,"Small Standard-Size",23,36240,9.78,241,1951.34,4172,4.43,2,4534,832,-54,0,"May, 2022",2,1000,0.44
"equalizer car audio",2175,Electronics,FBA,"Large Standard-Size",1,60183,50.68,86,4885.08,483,4.11,5,1372,-8,-44,0,"May, 2022",5,374,7.16
"camera glasses with audio and video recording",2175,Electronics,FBA,"Large Standard-Size",3,61749,85.56,212,21071.46,384,3.69,2,5089,960,0,0,"Jan, 2024",2,242,4.90
"jbl airpods",2175,Electronics,Amazon,"Large Standard-Size",7,4481,74.9,7220,464500.35,46595,4.32,7,83191,,0,1,"Nov, 2023",3,336,0.99
"carbinox watch smart watch for men",2175,Electronics,FBA,"Large Standard-Size",4,13894,92.04,590,55142.62,1303,4.08,2,6882,-45,0,6,"Nov, 2023",2,171,1.71
"moca 2.5",2175,Electronics,FBA,"Large Standard-Size",3,27456,28.79,236,3849.14,382,4.58,2,2168,21,82,8,"Jan, 2024",3,51,0.94
"sony wh 1000xm4 sale",2175,Electronics,FBM,"Large Standard-Size",3,106768,268.07,1329,307976.42,5763,4.51,8,19452,1967,0,0,"Jan, 2024",1,97,1.48
"headphones wireless sony",2175,Electronics,FBA,"Large Standard-Size",3,19425,124.41,1285,189744.15,7963,4.38,7,13966,-76,-28,4,"Jan, 2024",7,413,3.03
"1more sonoflow",2175,Electronics,FBA,"Large Standard-Size",4,6495,75.88,2920,187226.64,9966,4.44,4,22954,,-44,0,"Oct, 2023",2,86,0.99
"6x8 speakers",2175,Electronics,FBA,"Large Standard-Size",4,33067,66.87,118,7991.44,852,4.47,10,1582,46,0,0,"Mar, 2022",6,951,0.94
"32 inch 4k tv",2175,Electronics,Amazon,"Small Oversize",11,23706,303.51,802,171909.31,2589,4.27,7,10757,-43,-6,16,"Nov, 2023",5,422,0.75
"vehicle electronics",2175,Electronics,FBA,"Large Standard-Size",3,15055,88.37,2932,100171.56,3555,4.24,6,39945,37,0,-3,"Jan, 2024",4,90000,3.98
"35mm film camera",2175,Electronics,FBA,"Large Standard-Size",5,27380,39,986,32345.75,874,4.28,9,16735,-10,-27,3,"Dec, 2023",6,479,2.08
"tv sales clearance smart tv",2175,Electronics,Amazon,"Small Oversize",7,3364,302.83,2543,526638.46,3022,4.40,11,34315,203,22,-1,"Nov, 2023",5,260,3.27
"forerunner 255",2175,Electronics,FBM,"Large Standard-Size",6,151711,326.94,248,69403.6,1030,4.56,7,2154,-46,0,0,"Dec, 2022",4,119,2.18
"garmin venu sq 2",2175,Electronics,FBA,"Large Standard-Size",5,110513,164.17,358,61091.67,920,4.29,5,5389,108,0,0,"Dec, 2023",3,128,1.07
"type c to aux",2175,Electronics,FBA,"Small Standard-Size",6,1290,8.45,3912,32564.63,6369,4.31,2,54286,,26,0,"Aug, 2022",5,1000,5.94
"mokin usb c hub",2175,Electronics,FBA,"Small Standard-Size",2,25883,45.44,743,31706.14,2749,4.27,1,13486,-34,238,4,"Aug, 2023",2,177,0.74
"small smart tv for kitchen",2175,Electronics,FBA,"Small Oversize",3,40743,160.84,466,59274.04,1610,4.23,3,7121,23,-38,-6,"Jan, 2024",3,1000,1.15
"laptop wall mount",2175,Electronics,FBA,"Large Standard-Size",2,20543,29.49,589,19359.29,1058,4.25,2,13865,6,143,0,"Jan, 2024",5,522,1.98
"speaker for pc",2175,Electronics,Amazon,"Small Oversize",3,2274,99.99,1024,102389.76,719,4.30,4,12513,,-11,-1,"Jul, 2023",7,666,1.42
"reading tablet",2175,Electronics,FBA,"Large Standard-Size",7,31966,102.69,1698,210638.21,4866,4.08,3,18883,86,1,-2,"Dec, 2023",5,1000,5.77
"buds 2 pro case",2175,Electronics,FBA,"Large Standard-Size",8,9280,13.39,565,6416.58,2097,4.36,2,6915,41,643,0,"Jan, 2024",4,1000,1.75
"camera sony",2175,Electronics,FBM,"Large Standard-Size",5,29182,1081.67,287,220528.34,709,4.52,16,3690,13,-51,16,"Dec, 2023",9,2000,1.16
"airtag watch kids",2175,Electronics,FBA,"Small Standard-Size",7,56897,13.5,3473,80566.71,14259,4.43,2,77995,4,-39,0,"Aug, 2023",4,401,4.82
"velcro straps 1 inch wide",2175,Electronics,FBA,"Large Standard-Size",6,21751,9.96,814,8223.41,1674,4.58,2,9663,1192,74,0,"Jan, 2024",2,288,0.84
"golf watch",2175,Electronics,FBA,"Large Standard-Size",2,34869,234.7,167,38295.48,1782,4.30,10,3910,-42,105,-16,"Jun, 2022",7,1000,1.22
"portable cassette player",2175,Electronics,FBA,"Large Standard-Size",2,15225,28.96,575,16625.05,1212,4.07,3,8762,-34,415,0,"Dec, 2023",6,964,2.81
"kodak printomatic",2175,Electronics,Amazon,"Large Standard-Size",7,106267,93.8,1729,109635.14,8499,4.13,4,23520,19382,4,0,"Dec, 2022",4,196,0.23
"power strip with usb c ports",2175,Electronics,FBA,"Large Standard-Size",3,1773,21.33,4832,112336.81,3060,4.74,2,69877,-50,0,-1,"Jan, 2024",4,1000,7.13
"wireless earbuds with microphone",2175,Electronics,FBA,"Large Standard-Size",8,874,41.01,10571,432231.57,30680,4.42,3,95471,,225,4,"Jan, 2024",6,7000,1.07
"bone conduction headphones with mic",2175,Electronics,FBA,"Large Standard-Size",3,20576,49.75,1237,96816.19,2577,4.35,2,27289,,-25,0,"Jan, 2024",3,1000,3.88
"travel router for hotel wifi",2175,Electronics,FBA,"Large Standard-Size",1,56245,54.71,965,72702.74,2326,4.19,4,9033,31,0,0,"Jan, 2024",2,229,0.85
"bluetooth headphones with microphone",2173,Electronics,FBA,"Large Standard-Size",4,2385,41.13,5980,195382.81,8540,4.36,4,50155,3,14,0,"Jan, 2024",7,20000,1.32
"ear buds for iphone",2173,Electronics,FBA,"Large Standard-Size",5,3286,31.04,9936,458153.76,61722,4.33,3,212845,,19,2,"Aug, 2023",7,3000,1.91
"speakers bluetooth wireless jbl",2173,Electronics,FBA,"Large Standard-Size",13,6154,123.75,2455,193274.26,25992,4.74,8,23702,37,-94,6,"Dec, 2023",6,851,0.15
"bluetooth speaker for tv",2173,Electronics,FBA,"Large Standard-Size",4,6832,83.71,2842,202388.99,22743,4.32,3,23759,-13,12,0,"Jan, 2024",6,2000,0.88
"laptop cooling fan",2173,Electronics,FBA,"Large Standard-Size",3,3587,28.15,1211,32329.42,7373,4.41,7,15483,11,6,0,"Aug, 2023",6,270,0.62
"2 channel amplifier",2173,Electronics,FBA,"Large Standard-Size",2,21337,88.31,373,38233.09,1940,4.34,5,5741,35,22,0,"May, 2022",7,2000,0.37
"case for airpods 3rd generation",2173,Electronics,FBA,"Large Standard-Size",20,9321,8.14,1283,8812.69,1488,4.44,2,13082,,70,0,"Jan, 2024",7,3000,4.52
"gopro hero 10 accessories",2173,Electronics,FBA,"Large Standard-Size",0,3387,31.32,1331,42102.99,21458,4.47,7,20335,-55,16,-3,"Jun, 2023",2,2000,0.47
"smart watch with blood pressure monitor",2173,Electronics,FBA,"Small Standard-Size",5,17959,41.06,1019,45183.26,3604,4.08,2,13158,-51,0,-1,"Jan, 2024",5,1000,3.69
"unifi camera",2173,Electronics,FBA,"Large Standard-Size",0,53113,112.99,10,1499.9,199,4.60,5,482,-94,-59,29,"May, 2022",5,109,0.05
"laptop cooling",2173,Electronics,FBA,"Large Standard-Size",3,8604,33.32,1192,35316.28,6395,4.39,7,13644,9,6,0,"Aug, 2023",8,460,0.54
"apple watch series 8 on sale",2173,Electronics,FBM,"Large Standard-Size",9,27870,275.32,1144,229934.43,3413,4.42,9,23349,-58,-65,8,"Mar, 2023",2,112,17.51
"cmf watch pro",2173,Electronics,FBA,"Large Standard-Size",5,33186,43.03,920,41434.25,2035,4.24,2,11550,,0,0,"Jan, 2024",2,120,1.62
"car microphone",2173,Electronics,FBA,"Large Standard-Size",4,16125,12.81,1122,22894.22,9623,4.31,3,13342,-16,97,0,"May, 2023",6,8000,0.92
"kodak instant camera",2173,Electronics,Amazon,"Large Standard-Size",8,36862,86.29,2029,115866.7,7815,4.34,10,26237,23,-88,0,"Dec, 2022",5,383,0.48
"taramps 5000",2173,Electronics,FBA,"Large Standard-Size",2,88134,330.21,85,18509.18,141,4.29,5,1056,47,380,-6,"Mar, 2023",3,141,1.06
"ear phone wireless bluetooth",2173,Electronics,FBA,"Large Standard-Size",4,1343,28.84,7994,321652.66,48171,4.48,4,110000,-33,17,14,"Jan, 2024",4,9000,2.73
"instax mini 7+ film",2173,Electronics,FBA,"Large Standard-Size",2,17153,36.21,5176,112793.91,30531,4.76,8,65272,665,13,0,"May, 2022",5,355,12.31
"sceptre 30 inch curved monitor",2173,Electronics,Amazon,"Small Oversize",3,15346,198,2024,363173.5,5279,4.46,3,20371,4,0,-2,"Jan, 2024",2,138,5.18
"dash cams for cars",2173,Electronics,FBA,"Large Standard-Size",1,2326,67.58,3489,286170.19,3851,4.37,3,49036,53,0,0,"Jan, 2024",7,2000,4.20
"headphones for school",2173,Electronics,FBA,"Large Standard-Size",6,14709,20.17,3285,42972.9,10428,4.47,2,47017,,70,0,"Aug, 2023",7,1000,1.32
"earbuds for android phone",2173,Electronics,FBA,"Large Standard-Size",7,571,33.94,9255,299796.41,19440,4.46,4,115676,,65,1,"Jan, 2024",5,4000,1.69
"4k oled gaming monitor",2172,Electronics,Amazon,"Small Oversize",5,24653,735.41,591,384313.7,2411,4.31,10,9703,-2,-95,5,"Nov, 2023",3,328,0.50
"lg tv power cord replacement",2172,Electronics,FBA,"Large Standard-Size",4,11000,9.35,1713,15889.94,5310,4.71,1,16979,264,158,0,"Jan, 2024",3,588,1.82
"monitor for gaming",2172,Electronics,Amazon,"Small Oversize",6,2018,126.86,3755,424722.68,5999,4.48,4,29506,14,-28,-2,"Jan, 2024",9,3000,3.58
"jbl waterproof bluetooth speaker",2172,Electronics,FBA,"Large Standard-Size",12,5071,92.56,2452,172160.78,20356,4.74,7,26424,17,-34,30,"Dec, 2023",6,784,0.26
plaud,2172,Electronics,FBA,"Large Standard-Size",2,45454,70.56,201,14466.03,433,4.38,2,919,,0,0,"Jan, 2024",4,131,5.07
"surface go 2",2172,Electronics,FBA,"Large Standard-Size",1,70231,338.8,79,16853.28,148,4.35,5,384,12302,0,-3,"Dec, 2023",4,404,3.05
"lg dual up monitor",2172,Electronics,Amazon,"Small Oversize",2,53971,469.54,554,226644.93,1561,4.45,11,7152,-42,0,1,"Jan, 2024",2,228,1.27
"asus rog swift oled pg27aqdm",2172,Electronics,Amazon,"Small Oversize",5,25644,623.14,443,228831.67,3411,4.37,17,7814,-36,49,-5,"Jan, 2024",2,93,0.30
"pocket camera",2172,Electronics,FBA,"Large Standard-Size",4,24471,148.96,566,89589.47,1016,4.07,5,2583,96,-35,0,"Dec, 2023",7,10000,1.75
"instax mini 40",2172,Electronics,FBA,"Large Standard-Size",2,113582,117.52,2377,63443.42,6797,4.60,7,31392,228,-83,0,"Dec, 2022",4,333,2.31
"waterproof bluetooth speaker shower",2172,Electronics,FBA,"Large Standard-Size",8,5841,26.55,3069,86028.21,21522,4.48,4,17157,-30,0,-14,"Dec, 2023",6,1000,0.46
"dash cam mirror",2172,Electronics,FBA,"Large Standard-Size",2,26296,106.98,490,55085.61,1240,4.27,2,7750,7,-31,0,"Mar, 2022",7,268,0.90
"wicked cushions",2172,Electronics,FBA,"Large Standard-Size",9,22606,24.38,413,9727.59,2658,4.50,2,7601,42,81,0,"Jan, 2023",5,316,0.76
"keystone wall plate",2172,Electronics,Amazon,"Large Standard-Size",8,35829,7.52,340,2273.77,529,4.66,3,3089,572,66,0,"Jan, 2024",6,780,1.73
"ambie ear cuffs wireless",2172,Electronics,FBA,"Large Standard-Size",4,27323,38.86,1107,44449.48,3246,3.67,2,75075,,0,0,"Jan, 2024",2,114,5.40
"roku box remote replacement",2172,Electronics,FBA,"Large Standard-Size",2,14752,11.46,3513,49714.59,5021,4.26,2,44231,507,74,0,"Jan, 2024",3,800,2.43
"tv 70 inch",2172,Electronics,Amazon,"Large Oversize",14,50376,677.43,835,440755.47,1579,4.33,24,7768,-31,-127,-1,"Nov, 2023",7,127,2.76
aipad,2172,Electronics,FBA,"Large Standard-Size",5,80846,83.66,112,5469.23,151,4.03,2,1326,,-55,2,"Dec, 2023",5,197,0.77
"samsung buds live",2172,Electronics,FBA,"Large Standard-Size",2,31396,79.76,1184,98612.27,7100,4.26,3,18014,45,-26,0,"Dec, 2023",4,667,1.27
"retrovisor con camara de reversa",2172,Electronics,FBA,"Large Standard-Size",1,43545,75.98,426,41133.65,1184,4.05,2,7066,2,-31,0,"Apr, 2022",3,461,0.64
"conduction headphones",2172,Electronics,FBA,"Large Standard-Size",4,4091,50.17,2253,195914.43,3577,4.23,2,59501,,0,-14,"Jan, 2024",7,1000,3.09
"finisher wire clamp",2172,Electronics,FBA,"Large Standard-Size",2,61739,10.34,748,6689.12,1640,4.04,2,11242,108,-14,0,"Jan, 2024",4,140,3.77
"earpods usb c",2172,Electronics,FBA,"Small Standard-Size",1,15416,28.09,4770,426852.71,17066,4.20,2,18744,28,0,-51,"Jan, 2024",3,437,6.36
"polaroid film i-type",2172,Electronics,FBA,"Large Standard-Size",3,43516,54.2,793,35667.98,6595,4.56,7,12708,5,-9,0,"Dec, 2022",5,187,4.36
"shortwave radio receiver",2172,Electronics,FBA,"Large Standard-Size",2,33130,71.97,195,9982.14,902,4.29,2,3008,-38,0,0,"Mar, 2022",4,513,1.89
"type c aux cord",2172,Electronics,FBA,"Small Standard-Size",3,732,9.7,3120,30093.32,4349,4.38,3,38719,,830,0,"Jan, 2024",3,776,14.14
"samsung galaxy tab a7 lite",2172,Electronics,FBM,"Large Standard-Size",6,43917,138.61,1066,119044.69,3476,4.38,11,21031,0,-39,8,"Sep, 2023",5,796,0.28
"azdome 4k dash cam front and rear",2172,Electronics,FBA,"Large Standard-Size",1,49300,130.46,1402,161158.04,1225,4.20,2,19199,44,-20,-9,"Dec, 2023",1,171,0.83
"tv swivel wall mount",2172,Electronics,FBA,"Large Standard-Size",1,835,33.31,6754,239088.38,18066,4.69,2,,,32,1,"Apr, 2023",6,1000,0.98
"airpod headphones",2172,Electronics,FBA,"Large Standard-Size",5,1694,150.51,8081,1044045.9,30883,4.55,4,115151,,0,1,"Dec, 2023",6,2000,1.23
"handheld gps",2172,Electronics,Amazon,"Large Standard-Size",1,92284,245.13,86,22070.53,266,4.13,12,1636,-13,0,0,"Jun, 2022",6,1000,0.85
"apple airpod 3rd generation case",2172,Electronics,FBA,"Large Standard-Size",16,4187,9.77,1425,11880.42,1564,4.48,2,15833,-8,0,0,"Jan, 2024",4,2000,6.93
"airpods noise canceling",2172,Electronics,FBA,"Large Standard-Size",6,1382,65.83,10695,1061032.58,44732,4.47,3,164517,,0,2,"Jan, 2024",5,1000,1.65
"double monitor",2172,Electronics,FBA,"Small Oversize",3,27303,226.02,1228,177783.8,2680,4.45,3,17769,53,0,0,"Jan, 2024",6,2000,6.32
"iphone smart watches for women",2172,Electronics,FBA,"Small Standard-Size",13,6066,68.39,1309,59396.58,6099,4.21,2,12499,28,0,0,"Jan, 2024",5,1000,1.41
"monitor pc",2172,Electronics,Amazon,"Small Oversize",5,8574,94.49,3283,320751.34,6555,4.44,6,51072,,267,1,"Jan, 2024",8,2000,1.58
"portable wifi hotspot",2172,Electronics,FBA,"Large Standard-Size",2,37874,64.01,606,43315.17,1785,3.61,5,6412,19,0,0,"Jan, 2024",5,688,3.63
"dvd player for smart tv",2172,Electronics,FBA,"Large Standard-Size",2,4812,37.85,3000,128283.1,7868,4.28,4,37944,-16,60,0,"Jun, 2022",5,171,1.56
"poly headset",2172,Electronics,FBA,"Large Standard-Size",2,17685,121.76,1015,108853.19,5615,4.20,15,19693,-31,719,-11,"May, 2023",4,1000,0.89
"golf gps",2172,Electronics,FBA,"Large Standard-Size",3,34130,144.46,208,29594.37,1722,4.43,6,4911,-24,-90,0,"Jun, 2022",7,375,1.41
"boss audio systems",2172,Electronics,FBA,"Large Standard-Size",4,33048,134.37,425,25911.42,3992,4.20,6,4938,-35,-45,0,"Jun, 2022",5,2000,0.37
"pantallas para carro con bluetooth",2172,Electronics,FBA,"Large Standard-Size",2,10926,72.78,693,48933.65,992,4.09,2,13644,-2,0,0,"Jan, 2024",4,300,8.25
"garmin instinct 2x solar tactical",2172,Electronics,FBA,"Large Standard-Size",8,115612,364.1,156,46763.03,5149,4.53,6,3126,-44,-83,0,"Dec, 2023",1,127,1.39
"truck gps",2172,Electronics,FBA,"Large Standard-Size",2,34659,253.88,278,61758.6,1794,3.99,6,4597,-22,0,11,"Jan, 2024",7,2000,1.13
"long zip ties",2172,Electronics,FBA,"Large Standard-Size",15,10430,12.66,608,7555.83,1493,4.63,2,11121,-11,50,0,"Oct, 2023",4,1000,1.67
"versa 4 bands for men",2172,Electronics,FBA,"Small Standard-Size",13,18477,12.14,561,7443.55,1803,4.25,2,7402,768,-18,0,"Jan, 2024",3,1000,1.43
"sound system for tv",2172,Electronics,FBA,"Small Oversize",4,6599,168.91,1830,245171.25,3481,4.32,7,22609,-6,12,0,"Jan, 2024",7,1000,1.24
"35 mm film camera",2172,Electronics,FBA,"Large Standard-Size",5,36120,48.66,1080,35752.18,853,4.31,9,19028,-4,-27,3,"Dec, 2023",4,477,2.99
"enchufes multiples electricos",2170,Electronics,FBA,"Large Standard-Size",3,1899,16.2,11926,164215.62,11093,4.71,2,127388,69,125,0,"Jan, 2024",0,676,3.01
aipods,2170,Electronics,Amazon,"Large Standard-Size",6,718,77.34,16455,1411239.03,84895,4.49,3,215521,,0,2,"Jan, 2024",5,2000,0.91
"osmo pocket",2170,Electronics,Amazon,"Large Standard-Size",2,28292,203.65,334,87308.7,3777,4.47,9,4347,-54,302,-14,"May, 2022",6,1000,0.08
"anker wall outlet",2170,Electronics,FBA,"Large Standard-Size",4,3476,29.48,6897,158491.53,10443,4.73,2,112845,25,0,21,"Jan, 2024",3,734,5.69
"galaxy tab a9 plus",2170,Electronics,Amazon,"Large Standard-Size",8,182,189.99,2603,494543.97,120,4.20,1,,,0,-5,"Feb, 2024",4,407,21.69
"samsung galaxy earbuds pro 2",2170,Electronics,FBA,"Large Standard-Size",3,7369,84.73,1584,154304.84,6230,4.35,7,25903,6,-77,-7,"Jan, 2024",3,512,4.09
